7.483467538	-0.897023644	34.40672691
6.665262895	-1.304818084	33.42404097
5.891687417	-1.600637351	32.45420552
5.168201457	-1.803948189	31.50711934
4.497957729	-1.932770766	30.58883187
3.882182608	-2.003195893	29.70250926
3.320555932	-2.029194496	28.849271
2.811562471	-2.022621324	28.02886781
2.352800085	-1.99333897	27.24019694
1.941246812	-1.94941126	26.48168366
1.573478458	-1.897324718	25.75154398
1.245846743	-1.842216451	25.04795999
0.95461773	-1.788091164	24.36918823
0.69607878	-1.738020338	23.7136207
0.466615277	-1.694319279	23.07981228
0.262767661	-1.658701936	22.46648841
0.081265229	-1.632413128	21.87253856
-0.080951573	-1.616341127	21.297004
-0.226722323	-1.611111702	20.73906213
-0.358666442	-1.61716648	20.19801062
-0.479190014	-1.634827531	19.67325275
-0.590496937	-1.664350317	19.16428487
-0.694603944	-1.705966879	18.67068616
-0.793358703	-1.759920846	18.19211119
-0.888458193	-1.826496022	17.72828493
-0.981467483	-1.906039397	17.27900017
-1.07383995	-1.998980068	16.84411754
-1.166934987	-2.105846064	16.42356789
-1.262040402	-2.227274422	16.01735648
-1.360385155	-2.364026396	15.62557051
-1.46316115	-2.516993878	15.24838819
-1.571539535	-2.687207962	14.88609104
-1.686683834	-2.87584814	14.53907931
-1.809767004	-3.084247103	14.20789053
-1.941983595	-3.313897246	13.89322222
-2.084567815	-3.566449948	13.59595833
-2.238796946	-3.843724034	13.31720233
-2.40601003	-4.147697584	13.0583144
-2.587615515	-4.480503248	12.82095613
-2.78509617	-4.844418456	12.60714289
-3.000016994	-5.241843184	12.4193039
-3.234025409	-5.675270313	12.26035133
-3.488857523	-6.147233045	12.13375765
-3.766316929	-6.660252549	12.04364489
-4.068276308	-7.216735078	11.99487785
-4.396649573	-7.818854707	11.99316545
-4.753355729	-8.46839414	12.04516351
-5.140273719	-9.166531602	12.15857109
-5.559172948	-9.913572754	12.34221033
-6.011638302	-10.70860087	12.60607217
-6.498925287	-11.54908664	12.9613163
-7.021843004	-12.43036167	13.42017195
-7.580552311	-13.34505754	13.99572492
-8.174337279	-14.28246933	14.70152938
-8.80134476	-15.22789253	15.55099525
-9.458277142	-16.16200464	16.55649348
-10.14007333	-17.0603462	17.72811606
-10.83956362	-17.8931554	19.07212085
-11.54717995	-18.62558521	20.58903375
-12.25073761	-19.21861445	22.27155906
-12.93536215	-19.63079832	24.10250907
-13.58363811	-19.82098448	26.05309259
-14.17605102	-19.75197359	28.08201073
-14.69176788	-19.39487987	30.13585715
-15.10977627	-18.73365283	32.15123555
-15.41032145	-17.769	34.05874444
-15.57651514	-16.52081656	35.78860367
-15.5959114	-15.0283196	37.27725236
-15.46182583	-13.34757068	38.47379911
-15.17416571	-11.54647111	39.3451726
-14.73961449	-9.698066898	39.87891741
-14.17112731	-7.87335528	40.08315458
-13.48681858	-6.13489438	39.98386135
-12.70842927	-4.532216012	39.62021987
-11.85961272	-3.099531563	39.03908563
-10.96427542	-1.855662042	38.28962096
-10.04515802	-0.805709641	37.41887117
-9.122767665	0.056225208	36.46868883
-8.214691949	0.743920914	35.47403805
-7.335274059	1.276056135	34.46249074
-6.49558219	1.673680451	33.45458237
-5.703594625	1.958276959	32.46468755
-4.964521045	2.150416971	31.50212915
-4.28119776	2.268926749	30.57231791
-3.654502979	2.330456273	29.67779167
-3.083758299	2.349339697	28.81909318
-2.567097059	2.33764651	27.99546788
-2.101782297	2.305348332	27.20538772
-1.684484561	2.260548641	26.44693138
-1.311498333	2.209728025	25.71804005
-0.97892251	2.157993598	25.0166847
-0.682798382	2.109311098	24.34096423
-0.419213363	2.066713957	23.68915714
-0.184375933	2.032487439	23.05974336
0.025332307	2.008329033	22.45140333
0.213324252	1.995483832	21.86300693
0.382789071	1.994858953	21.29359857
0.536686445	2.007118929	20.74237797
0.677749539	2.03276452	20.20868308
0.808493066	2.072198108	19.69197521
0.931228395	2.125776374	19.19182647
1.048081282	2.19385289	18.70791042
1.161009408	2.276814182	18.23999677
1.271823645	2.375107631	17.78794837
1.382209061	2.48926368	17.35172195
1.493745731	2.619914971	16.93137173
1.60792928	2.767810373	16.52705635
1.72619004	2.933827345	16.13904893
1.84991207	3.118981174	15.76775055
1.980451579	3.324431181	15.41370726
